NAME,ZIP,TEL,LON,LAT
NKR NEWS INC.,11364,7184644624,-73.7473517,40.73562343
GUY R. BREWER DELI & GROCERY CORP.,11434,7189490217,-73.78222935,40.68295662
SAK MEAT CORP.,11236,7183426730,-73.91614481,40.64962937
147 SPICY DELI INC,10039,3472822318,-73.93794088,40.82321037
YAN LIN,11201,7188524383,-73.98457487,40.70143908
MH DELI 2 CORP.,11219,7185011810,-73.99435018,40.63991033
"BARCLAY BAGELS OF S.I., INC.",10312,7189673460,-74.16765759,40.52677359
"LORENZO, ROSA",10019,9175093120,-73.98451059,40.76079439
GREEN APPLE GOURMET INC.,10019,2127670198,-73.98420727,40.76122253
SPEEDWAY LLC,11205,7182394862,-73.95646535,40.69625525
FRIENDS 24HRS MINI MART INC.,11219,7182321862,-74.00548319,40.62905744
"FAROOQI, RAZA R.",11230,7183360653,-73.9588396,40.61815064
MADISON DELI EXPRESS INC,10029,2129878830,-73.95014356,40.7927526
H & H FOOD & GROCERY CORP,10303,7188156285,-74.15170898,40.62546611
"VAN WYCK DELI GROCERY, INC.",11420,7183222483,-73.80554726,40.68142014
ROYAL STAR 99¢ INC.,11435,7182910108,-73.81876222,40.70892239
"SHIVAUM GROCERY STORE, INC.",11385,7186284917,-73.87784906,40.70217128
AL BARAKA GROCERY INC,11216,718-513-0938,-73.95091614,40.68047333
"SMILE DELI GROCERY, LTD.",10033,2129238924,-73.93774892,40.85074521
SYED BROTHERS OF NY CORP,11421,3472830295,-73.86127312,40.6849016
186 GROCERY CORP.,10033,2127951826,-73.93046056,40.85195695
RALPH AVENUE FRESH FARM CORP.,11221,7185739159,-73.92427871,40.69065846
BHAKTI 61 INC,11377,7184296030,-73.90332759,40.74576032
HULL CANDY & GROCERY INC,10467,7187986571,-73.87329361,40.87882559
DUANE READE,11355,718-386-6692,-73.82798625,40.75463131
1278 DELI AND GROCERY CORP,10472,917-832-2150,-73.87497446,40.8311025
DUANE READE,10031,718-386-6692,-73.95396621,40.82162869
GRAND CONCOURSE PETROLEUM LLC,10451,718-401-0830,-73.92865994,40.81535785
FULANI KING CORP,10468,7186843996,-73.89811923,40.86655943
TASTY DELI SUPERMARKET INC,11214,718-266-9296,-73.98975149,40.59947648
"KMK AUTO SERVICE, INC.",11385,7183866670,-73.90522217,40.71286323
M & K 99  PLUS CORP,11385,7185034486,-73.90665473,40.70218726
ASHI CONVENIENCE & GROCERY INC,11374,5167736041,-73.86355339,40.7282195
PRINCE OPTIMO LLC,11385,5164695733,-73.9050923,40.7128741
4818 ASTORIA FOOD CORP,11692,7184740663,-73.78825048,40.59442904
TWO DELI CORP.,11207,7184501424,-73.8965703,40.67458545
SUN DELI GROCERY CORP.,11104,2128602455,-73.92487623,40.73961716
LEXINGTON AVE GROCERY & CONVENIENCE INC.,10075,718-591-6991,-73.95904969,40.77476712
FOREST CARDS & GIFTS LLC,10301,7182730518,-74.10503328,40.63065922
"PATEL, HANSA M",10005,9175927944,-74.00900625,40.70694027
VAN CORTLANDT GOURMET CORP,10471,6462268604,-73.89799278,40.89006761
MUKTI PETROLEUM INC,11436,7187495864,-73.78968375,40.67325671
"METROPOLITAN CLUB, INC.",10022,2128387400,-73.97230799,40.76480218
ALPHA DELI 1 INC,10037,2123683795,-73.94219218,40.81229683
CACHEO FOOD CORP.,10456,6464368180,-73.91948834,40.829413
"MEHTA, MEETA J",10022,917-847-2666,-73.96612907,40.7621793
"18TH AVE. CONVENIENCE, INC.",11214,718-259-6700,-74.00290275,40.60700039
EVELYN GROCERY CORP,11236,7182573935,-73.9082205,40.64417492
NEW LUCKY BEST CENTER INC,11220,718-612-2042,-74.00856437,40.63646818
MOHAMED AL MASHMALLY AND ABDO ALMASHMALI,11203,646-705-7449,-73.93301187,40.65162491
"KAY STOP, INC",11355,7183582700,-73.81557067,40.76215742
RHADWAN DELI & ORGANICS FOOD CORP,10034,9293428901,-73.91661612,40.86939583
11706 MERRICK BLVD GROCERY CORP,11434,3472518295,-73.77475968,40.68692767
SHEHAB DELI & GROCERY INC.,10031,2129262222,-73.95085587,40.82585427
VICTOR'S HALLMARK SHOP INC.,11201,718-522-0005,-73.98478582,40.69369063
"APPLE DEPARTMENT STORE II, INC.",10304,7184423636,-74.07711475,40.6265367
MANHATTAN TOBACCO & GROCERY CORP.,10019,212-307-1909,-73.98560638,40.76808183
"HILLSIDE BAGELS ON THE CORNER, INC.",10304,7189806363,-74.10131057,40.5895757
METROPOLITAN GOURMET DELI CORP.,10029,2125346199,-73.94553331,40.78637725
"MELO, PABLO",10473,7189916485,-73.86200893,40.81719395
SHUMONA MINI MART INC.,11204,718-232-5088,-74.00030616,40.61601158
SPEEDWAY LLC,10306,7182394862,-74.10952112,40.57069215
PAULA MARKET AND DELI CORP,11206,917-416-0158,-73.94211395,40.71117221
JESSICA SUPERMARKET CORP.,10453,7186729498,-73.91514422,40.84698976
BOLLA OPERATING CORP.,11229,5165126125,-73.9344417,40.60119295
21 AVE DELI GROCERY CORP,11105,7187266194,-73.90907538,40.77840275
"ESSA, HAMOUD M.A.",11385,718-386-3281,-73.90454154,40.70704377
ARIANA DELI & GROCERY INC,11233,3477898100,-73.91397183,40.67193185
"MARIA'S & THERESA'S DELI & GROCERY, LLC",11385,7183863525,-73.90869117,40.70838383
FOREST CONVENIENCE AND GIFTS LLC,10310,2019204398,-74.1143329,40.62915718
GUEZ DELI GROCERY CORP.,10468,7183295182,-73.90044165,40.86812319
LENOX EXPRESS DELI CORP.,10037,2123680327,-73.93953366,40.81593497
DUANE READE,10017,718-386-6692,-73.97058807,40.75202771
RITE WAY CORP.,11214,718-837-8734,-73.99208839,40.60089298
MYRTLE GAS CORP.,11385,9178057447,-73.87983654,40.7020279
1772 RANDALL AVE. FOOD CORP.,10473,718-893-6804,-73.86417735,40.81683422
M & H RUTLAND DELI INC,11212,347-221-1680,-73.92530091,40.66338429
"HASMUKH G. PATEL, INC",11234,718-692-0099,-73.92667458,40.61714101
KENNY GROCERY & DELI CORP,11212,7182519204,-73.9128856,40.65901136
ARDEN SHELL CORP.,10312,7189482322,-74.19504945,40.56123267
121-05 GROCERY & DELI CORP,11434,9176585925,-73.79088986,40.67720865
Catina Corporation,10013,2122198626,-74.00553756,40.71999183
WILLIS AVE DELI AND GROCERY CORP,10454,7182720475,-73.9208317,40.81190811
THE CITY'S BEST DELI GROCERY CORP,10460,914-410-7315,-73.88860758,40.83592522
2913 TILDEN DELI GROCERY CORP.,11226,9175006980,-73.94964717,40.64687394
"AWADH, HUSSAIN  & REYSHANI, MOHAMED",11224,718-449-5711,-73.99741171,40.57758163
LITTLE M CORP.,10016,2126836425,-73.98253362,40.74255527
Dollar Express Stores LLC,11106,7186591401,-73.9289131,40.75760332
"FAT MARK'S DELI & GRILL, LLC",11223,3479906410,-73.96818551,40.59077975
N. & R. DELI INC.,11370,7188992444,-73.89111994,40.76259394
KYJW CORPORATION,10016,2122138107,-73.97884117,40.74475319
"RAMOS, ESTEBAN R",11232,7189723498,-73.9997045,40.64843576
"HOLLIS NEWS & SNACKS, INC.",11423,7184651600,-73.76009957,40.7207521
"A AND R GROCERY, INC.",11373,7184762680,-73.86912723,40.73397898
"Empire 36096, LLC",11225,7184960726,-73.95763657,40.66348309
RIVERDALE STATIONARY & CANDY CO INC.,10471,7185490680,-73.90429532,40.90617331
SANA EXPRESS DELI INC.,11229,3472754609,-73.95341018,40.59917105
"CHARMAR SUPERETTE, INC.",10301,7189814638,-74.07759241,40.64386423
"BARTOW FOOD MART, INC.",10469,7188624316,-73.83360761,40.86818341
"RITE AID OF NEW YORK, INC.",10025,212-791-5795,-73.9674063,40.79300855
S.F. NEWS INC.,10022,6464970321,-73.96818664,40.76222654
"STADIUM GOURMET DELI, INC.",10451,347-284-9676,-73.92421716,40.82730552
"RITE AID OF NEW YORK, INC.",11223,212-791-5795,-73.97036396,40.59051958
PITKIN AVE DELI & GROCERY CORP,11212,7184857450,-73.90648663,40.67032581
"MUBAREZ, MUSID & ALOMARI, NAGI",10001,212-691-2345,-73.99079002,40.74567975
LOS VECINOS DELI & GROCERY CORP,11208,718-484-8606,-73.86993382,40.67568103
AVE D & 8 ST DELI CORP.,10009,2125053257,-73.97603382,40.72370861
104 CANDY CORP,11418,6462707632,-73.84323254,40.69476511
NU DELI CORP,10459,646-641-2933,-73.89193465,40.82557532
CEIBA DELI GROCERY CORP.,11221,3477563258,-73.92866253,40.69497603
9715 KILDARE INC.,11209,7189210217,-74.03426479,40.61558652
MSK FOOD CORP,11360,718-229-3377,-73.78069993,40.77964075
ROCKAWAY EXPRESS DELI CORP II,11693,9175139202,-73.81405983,40.58699136
"BUSY CORNER GROCERY, INC.",11223,7186459833,-73.96448657,40.60652832
BEATO DELI FOOD CORP.,10458,6463169363,-73.88553185,40.8571388
NORTHERN DELI & GROCERY CORP,11368,347-822-1320,-73.86731604,40.75745003
985 DAY & NIGHT DELI GROCERY LLC,10460,8455361631,-73.88484116,40.83639361
MILK FARM GROCERY OF JUSTIN INC.,11214,7182656355,-73.9841115,40.58766222
182ND ST DELI GROCERY CORP,10460,3478917646,-73.88348647,40.84849093
SAJOMA GOURMET CORP,11221,9292342237,-73.93087609,40.69211734
TEJADA DELI GROCERY CORP,10455,7184508165,-73.90649912,40.81570431
NATURAL GRILL AND GROCERY CORP,11216,9294448990,-73.9498918,40.676213
"MACARENO CENTRAL, INC.",11220,7188360110,-74.02330747,40.63516511
HEIGHTS DELI AND CONVENIENCE CORP.,11201,9172025422,-73.99561848,40.69516275
BAGELS 'N BUNS LTD.,10314,7187611900,-74.1464017,40.61027505
M & E GROCERY & TOBACCO CORP,10463,7185103506,-73.89342203,40.88277359
Badwal Corp.,10011,2122555283,-73.99640565,40.74306706
YUMMY HAPPY GOURMET DELI INC,10451,7185904848,-73.92006812,40.82806575
NEW BROOKLYN DELI AND FOOD CORP,11221,,-73.92337708,40.69706141
F&H GOURMET DELI GROCERY CORP,11235,347-557-2722,-73.95798357,40.58755682
"SAFETY DRUGS OF BENSONHURST, INC.",11204,7182365705,-73.98968716,40.61963425
7 STARS GROCERY INC,10458,7183650823,-73.89907451,40.85889158
CPG DISTRIBUTION CORP,11207,7182720887,-73.8866529,40.65326837
MEGA MINI MART INC.,11434,3472799197,-73.77213204,40.66871086
ANGELISA FOOD CORP.,11216,7182307958,-73.94492096,40.6884826
7620 COMMUNITY DELI INC,11417,3472658821,-73.86118037,40.67922529
KRUPA CARDS SHOP LLC,11224,917-405-0211,-73.97302186,40.57986766
"SHAH, RIZA & SHAH, DHIRENDRA",10038,2122277960,-74.01024018,40.70949279
97 TOBACCO SHOP INC.,10025,347-599-5998,-73.97117925,40.79545785
BLU LINE DELI AND GROCERY CORP,11233,3472809034,-73.92084186,40.67883441
MINI LLC,11375,7182682580,-73.83191969,40.71490399
MD KAMAL UDDIN,10016,212-686-9138,-73.98407438,40.74332402
ASTORIA GOURMET DELI NY INC,11102,7187772929,-73.91740141,40.76986465
"ALSAIDI, FUAD M.",10460,7188237868,-73.86465864,40.83776601
"KALAM, NUR",10025,6464786618,-73.97192005,40.79445346
KINGS DELI & GRILL NY CORP,11203,6462067989,-73.93975413,40.66018138
BIG P CORP.,10029,2127229127,-73.94740448,40.79018781
NEW BLONDIE FOOD CORP,11218,7186861003,-73.97562369,40.65151008
"MARTE, SANTANA",10033,212-928-2266,-73.93135531,40.85009657
"PARK, YOUNG RAN",10003,6464101610,-73.99326016,40.7295792
FLATBUSH GARDEN DELI CORP,11226,631-552-3775,-73.94845586,40.64029691
"MASHALLAH DELI, CORP.",11224,718-265-1667,-73.98789429,40.5745288
MAMI GROCERY CORP,11206,3476593477,-73.9398697,40.70790754
CRESCENT GOURMET DELI & GROCERY INC.,11102,347-944-2837,-73.92371517,40.77034109
980 COLUMBUS FOOD CORP.,10025,9179223734,-73.961739,40.80080183
DIOMAR GROCERY CORP,11385,5169340856,-73.89187101,40.69797208
EK EXPRESS WAY NY INC.,11214,646-750-9252,-73.99614611,40.61323928
J & J NEWS INC.,10004,516-263-9884,-74.01155941,40.70421449
1738 FINEST DELI INC,10469,718-379-1188,-73.83502302,40.86457616
DOUBLE A & H DELI CORP,11206,9175185940,-73.9430755,40.69607374
ABDOU KINGS DELI INC.,10027,917-442-6344,-73.94936641,40.81265153
P & A CANDY & DELI INC.,11101,7187061001,-73.94506781,40.75533676
AZ GROCERY CORP II,11203,718-402-2430,-73.9465304,40.65096501
SAVEMORE DELI GROCERY CORP.,10456,3477503268,-73.90752941,40.83602977
DUBAI SMOKE SHOP CORP,10002,2126628783,-73.98527784,40.7191374
"447 MARKET, INC.",10013,2129666100,-74.00105341,40.72039269
"C.J. HAMILTON, INC.",10314,7186126734,-74.19366235,40.58803261
348 S & M FOOD CORP.,10310,7189817527,-74.11686468,40.63277501
592 DELI & FOOD CORP,10455,7187857576,-73.90969467,40.81430705
MOAZEB BROTHER DELI INC,11226,347-442-0048,-73.95576108,40.64892681
ST. NICK'S 1633 FOOD CENTER CORP.,10040,2129275371,-73.92889837,40.85594679
BIG APPLE FOOD MARKET CORP,10002,347-744-8420,-73.98734946,40.71428765
LAHORE INC.,10012,212-965-1777,-73.99621182,40.72478425
ACATLAN FOOD INC,10306,7189800089,-74.09285043,40.57218354
MELROSE FOOD CORP,11206,7183662831,-73.92982364,40.70190454
"VERDI, HAMID",11432,7182915309,-73.79051526,40.70693939
DUANE READE,10038,718-386-6692,-74.00427051,40.70731657
"ARN DELI SUPERMARKET, INC.",11418,718-847-0725,-73.8369788,40.69649936
SALAM GOURMET DELI INC,10032,9292807556,-73.94245241,40.83303056
2020 COFFEE & DELI CORP,10467,6469452754,-73.86901321,40.86540474
"KIM, DOK K.",11214,718-372-1630,-73.99554165,40.60378344
"HEIGHTS LIBERTY GROCERY & DELI, INC.",10032,2129230087,-73.94227137,40.83760864
JEFFERY & MICHELLE INC,11373,7186662746,-73.87396471,40.74227079
"Z CHEMISTS, LLC",10019,2129566000,-73.97535165,40.76353754
RAFI GOLDIN DELI CORP,11226,7188565050,-73.95958739,40.65027316
"TEJEDA, MANUEL A",11213,718-778-4149,-73.94151311,40.67653842
GREEN LEAF DELI INC,10024,2127994900,-73.97418307,40.78884102
51-02 KINGS DELI CORP.,11377,7189327474,-73.90775825,40.75698723
106 DELI INC.,11417,718-848-8304,-73.83531388,40.6828829
18TH AVE. PHARMACY CORP.,11204,7183313600,-73.98395123,40.62533177
MR. GRILL DELI GROCERY CORP,10456,347-577-1553,-73.89638449,40.83362691
144 DELI GROCERY STORE CORP,10040,9174999172,-73.92585237,40.86120098
"S & I BUISNESS, INC.",11235,7187698846,-73.95492425,40.58606249
"NEW MORRIS DELI & GROCERY, INC.",10462,7189313536,-73.86455246,40.84554165
"7-ELEVEN, INC.",10011,9728680711,-73.99701186,40.74466452
WIN MARKET NY INC.,11416,7188503038,-73.84064671,40.68579713
N.A. CANDY STORE INC.,10028,2128611202,-73.95113929,40.77448133
"532 MADISON AVENUE GOURMET FOODS, INC.",10022,2126441090,-73.97370676,40.76046307
STARLING DESHI GROCERY & HALAL MEAT INC,10462,347-998-3878,-73.8553096,40.83602
1088 FLATBUSH DELI INC.,11226,7188975212,-73.95785808,40.64377838
H & A GAS AND CONVENIENCE INC,11210,7182842223,-73.93685742,40.63231477
101 AVE DELI EXPRESS INC,11416,7188357260,-73.85596588,40.68143941
"EID, TABET T",11209,718-680-2819,-74.02997281,40.61885951
DUANE READE,11385,718-386-6692,-73.90322019,40.70044699
32nd Street News Stand Inc.,10001,347-656-2646,-73.98661771,40.74763909
HYPER PANDA CORP,11206,9144269050,-73.94951197,40.69696056
"SALAHI, NAZER Y",11203,347-787-5751,-73.93490038,40.65152169
JORGE FERNANDEZ,10002,2127777492,-73.98599212,40.7191567
MM PETROLEUM INC,11104,2128284394,-73.92522114,40.74739601
"RIDGE BLVD. GROCERY & DELI, INC",11209,7187486661,-74.02871242,40.63639081
"TAKHALOV, PINKHAS",11219,6462062605,-73.99154022,40.63558162
FAVORITE ORGANIC DELI CORP,11238,3476058502,-73.95610249,40.68322294
NYC DELI MART CORP,10009,6466426641,-73.97589647,40.72440301
NEW SAU VOI CORP,10013,2122268184,-74.00106419,40.71783183
1106 FIRST DELI CORP,10310,7184485287,-74.12643348,40.62691574
QWICK CONVENIENCE AND CARDS INC.,11354,7184455862,-73.83348091,40.76861839
"RITE AID OF NEW YORK, INC.",10468,212-791-5795,-73.90310696,40.86272115
FK DELI GROCERY CORP,11436,7186590031,-73.8004813,40.67428602
2901 KS DELI GROCERY INC.,11226,347-634-6580,-73.9493418,40.64090115
"NEW DELI FOOD, INC.",11214,7182663550,-73.99777459,40.59884012
NICKY DELI GROCERY CORP.,10452,7188547474,-73.92208782,40.83439919
RJT GROUP INC.,10038,2122279570,-74.00663344,40.71181787
DUANE READE,11374,718-386-6692,-73.86276431,40.72945096
"URENA, NORMANDIA",11433,7182970666,-73.79222056,40.69791767
"WELL-BEING CORNER MARKET, INC.",11211,7183025127,-73.94439433,40.71463723
EXPRESS CONVENIENCE STATIONARY CORP,10467,7185476350,-73.86645101,40.87744004
VALUE SMOKE SHOP CORP,10310,908-525-9173,-74.11973532,40.6343311
GLOBER MARKET INC,11373,7184243552,-73.88170183,40.74228175
"1129 BLAKE GROCERY, INC.",11208,718-827-2430,-73.87597103,40.67061809
BUENO'S SNACK SHOP INC,10033,2016863273,-73.93397064,40.85174492
PARK CONVENIENCE INC.,11219,718-972-0042,-73.9946351,40.63654523
"AMEEN, ESSA .A.",11429,7182641088,-73.73373125,40.71273704
MANHATTAN MAGAZINE SHOP INC.,10065,9172167331,-73.96327737,40.76208236
SMALL SHOP & STOP INC,10016,2129491930,-73.97765943,40.74964411
BEST EMMONS BAGEL INC.,11235,9176700954,-73.94471937,40.58369202
"SUNRISE 28, INC.",11420,718-848-8008,-73.80612793,40.68259314
K C FOODMART INC,11355,7188868678,-73.828839,40.74724645
SI MARKET FRESH CORP,10309,7189666826,-74.2118619,40.55154388
CITY BRIGHT DELI CORP,11221,980-335-6818,-73.91343103,40.69142209
"HWANG, YOUNG CHUL",11355,7184453747,-73.82700947,40.75271127
"SHRESTHA, SANJAY",10075,2122882046,-73.95598448,40.77461503
"AFRAHIM, MOHAMMED",11201,718-759-7682,-73.99429864,40.69479214
111 HUDSON MARKET INC.,10013,2122269310,-74.00865803,40.71959365
MOTT CORNER INC.,10012,2124311192,-73.99591982,40.72094158
PRESIDENT FOOD CORP.,11231,7188551714,-74.00337481,40.68361553
"129 AVENUE U GROCERY, INC.",11223,7189461959,-73.97962639,40.59628293
WALID 99 CENTS CONVENIENCE CORP,10453,347-599-3185,-73.92240326,40.85208904
MANHATTAN GROCERY CORP.,10025,2127499416,-73.96104644,40.79922338
ANLY & MADALY DELI-GROCERY INC.,10456,9172883808,-73.90967123,40.83689605
SPRING BREAK INC.,11364,7184235498,-73.75773229,40.74873275
B & M HOT BAGEL AND GROCERY INC.,10308,7189668445,-74.15251625,40.55624383
39 GAS CORP.,11435,917-887-8824,-73.81576103,40.70247565
DUANE READE,10021,718-386-6692,-73.9560659,40.76612833
AMY SMOKE SHOP CORP,11210,7188541796,-73.94742417,40.63263025
CUENCA LOPEZ CORP,10033,2129280277,-73.93428967,40.84348354
VILLAGE FRUIT INC.,11220,7189163033,-74.01731391,40.64189913
STOP 2 DELI & GROCERY CORP,11235,347-441-8816,-73.93920896,40.59396302
YASMIN GROCERY CORP,11237,718-919-2981,-73.91719719,40.69891808
SIR GAR BAR NYC LLC,11358,6312710725,-73.80406251,40.75971481
SUNNY D'S DISCOUNT CORP,11230,9547701420,-73.97293138,40.61659578
"WASEEM DELI GROCERY, CORP.",10454,9177312830,-73.91894349,40.80801204
BAY RIDGE AVENUE DELI & GROCERY CORP.,11220,7189211121,-74.03149805,40.63743584
KAPIL NEWS CORP.,11105,7182103406,-73.91100327,40.77587086
"AN KASSEM, AQEEL",10454,917-207-8184,-73.9141958,40.80607632
CANARSIE STATION INC.,11236,7183464992,-73.91530035,40.64772387
"WATERFRONT GAS & CONVENIENCE STORE, LLC",10310,7182732597,-74.10820561,40.64519268
TURCA GROCERY CORP,10459,7188609944,-73.88750899,40.82522799
"HJK PLAZA DELI, INC.",10004,2128094101,-74.01373087,40.70535333
"STANLEY DELI & GROCERY, INC.",11208,718-348-9319,-73.86708798,40.66552484
LOS AMIGOS FOOD CORP,10032,6468632022,-73.94006772,40.83667981
"CHAUDHRY, MUNAWAR A",11204,718-259-0604,-73.98674726,40.62252146
"DAS, PRIYANKA",10011,9174984456,-73.99544598,40.73926829
EZ STOP MINI MARKET INC.,11204,718-837-5309,-73.9835674,40.61871128
ROBIN DELI & GROCERY INC.,11214,9175476025,-74.00906101,40.60564688
AMERICAN DESI BAZAAR & DELI INC.,11370,7186399720,-73.89232131,40.75856304
MARIEYE GROCERY CORP,10040,3478019710,-73.9331751,40.85565018
DUANE READE,10036,718-386-6692,-73.98738399,40.76054772
ROCCO & FRANK'S CONVENIENCE INC.,11417,7187389073,-73.84300635,40.67136833
"AL-MALAHI, NASSER S",11218,7184369115,-73.97980617,40.64476422
HESSEN DELI & GROCERY CORP,10451,718-618-0202,-73.91885529,40.81813177
JAGAT ISLAND CORP.,11211,646-330-08,-73.95056437,40.70754483
127 DELI GROCERY INC,11420,929-257-7444,-73.81416835,40.68255152
"PONNIAH, ALOYSIUS",10019,2125822695,-73.9800367,40.76552015
"WAN WAN MART, INC",11361,7182298759,-73.76850351,40.76591236
DUANE READE,10468,718-386-6692,-73.89991889,40.86232319
"SALEH, NOUMAN S.A.",10452,7185907148,-73.9236274,40.82798856
"BROADWAY GROCERY & NEWS STAND, INC.",11211,718-782-2330,-73.95898561,40.70881897
DUANE READE,11234,718-386-6692,-73.9176085,40.62289893
1300 CANDY & SNACKS INC.,10474,718-542-1418,-73.88694158,40.81680389
SHEEPSHEAD BAY HALAL MARKET CORP.,11235,7185136738,-73.94251486,40.58927386
"SALIM, RAED M",11233,7186858719,-73.91050619,40.67827239
1149 UTICA PETROLEUM LLC,11203,914-699-9500,-73.92963502,40.64484602
"HUDSON GROUP (HG) RETAIL, LLC",10018,2015282436,-73.99056478,40.75619211
"J & J NEWS, INC.",10055,2123087311,-73.9741658,40.75890415
NUCARE PHARMACY INC.,10128,2124269300,-73.94633205,40.78105833
JOLLY 100 CORP.,11104,7183929296,-73.91935793,40.74322553
MESSEROLE'S UNITED DELI GROCERY CORP.,11206,7183668957,-73.9394869,40.7084261
"KIM, CHONG SUNG",11235,7189348328,-73.93959913,40.58854774
"RODRIGUEZ, DANNY",11221,7186023917,-73.93673657,40.69138785
"YAT DE LEON, DOMINGA",11218,347-359-8706,-73.98998976,40.64349197
"WALGREEN EASTERN CO., INC.",11375,718-426-4182,-73.84869171,40.72362267
TULSHI GROCERY INC.,11234,718-377-4403,-73.93629434,40.62209011
GOLDEN CHILDREN PLACE INC,11355,7188880558,-73.8191684,40.75065713
KING 3RD DELI CORP,10456,3475995998,-73.90869857,40.82411315
BAYSIDE SLIMS INC,11364,7182291140,-73.75594387,40.74925597
NEWS NEWSTAND LLC,10019,2129752180,-73.98958813,40.76953971
WORKNPRAY ENTERPRISES INC.,11201,7188556551,-73.98629352,40.6919973
"A TO Z GROCERY, INC.",11357,718-224-3724,-73.79441627,40.78230373
MANAYEYO FOOD CORP,11216,7184475867,-73.94391209,40.68329175
S.N.S MEAT & FISH MARKET INC,11418,6463387136,-73.82070309,40.7020937
MEJIA MINI MARKET CORP,10459,7188615966,-73.89681915,40.8166622
BAI LE GROCERY INC.,11428,7184683665,-73.73756,40.72883293
LUNA GOURMET DELI GROCERY INC.,10034,9142550397,-73.92325999,40.86458075
"82 CORNER MARKET, INC.",10028,2125706229,-73.95132364,40.77419047
SHARP DELI & GROCERY CORP,10302,3477557197,-74.13708331,40.63608212
AMIR DELI AND GROCERY CORP,11211,3472780314,-73.94032624,40.71768188
D & S GOLDEN DELI & GROCERY INC,11207,347-200-7348,-73.90896307,40.68888247
SPEEDWAY LLC,11222,7182394862,-73.95186797,40.73041472
DAS GROCERY INC,11214,347-312-3755,-73.99708322,40.59838447
DREAM LAND DELI AND GROCERY INC,11417,7184505567,-73.83683385,40.68205066
"MOZEB, ISMAIL & MOHAMED, JAMIL",11222,718-349-0436,-73.9508301,40.72381863
CLARIBEL DELI & GROCERY INC,11208,718-348-7063,-73.87966045,40.68369538
HOME DELI & CATERING CORP.,11385,7186284005,-73.87626883,40.70440932
420 MADISON FOOD CORP.,10017,2123086140,-73.9763287,40.75686527
CITY PLAZA INC,10007,917-470-6621,-74.00743793,40.71278947
SANAD GOURMET DELI CORP,10035,2123485760,-73.9391907,40.80775277
STEINWAY GOURMET DELI INC,11103,3479442837,-73.9196177,40.75822576
KAVYA OPTIMO INC,11354,7184632593,-73.83472728,40.76972631
FIVE ELEVEN CONVENIENCE INC,11420,7188433344,-73.82097248,40.67027118
HUI HUANG FOOD INC.,11220,718-765-1111,-74.01684831,40.63881132
MI PAIS FOOD MARKET LLC,10459,3478626671,-73.89480039,40.83216528
REDWAN VARIETY STORE INC.,10457,3475901581,-73.89953808,40.85354805
JOHN BATH AVE GROCERY CORP,11228,7182332131,-74.01216572,40.60752403
DAWA 91 INC.,10128,2122435715,-73.94933981,40.78115301
"HAVEMEYER DELI STOP ONE, INC",11211,347-987-3020,-73.95394583,40.7153441
"RITE AID OF NEW YORK, INC.",11354,212-791-5795,-73.82301455,40.76471622
1888 MINIMART CORP.,10314,7186821700,-74.12673805,40.61277148
"ESQUINA 100 & 34 GROCERY, INC.",11368,9177769017,-73.86886855,40.75541795
CC 1853 FOOD CORP,11210,7189518424,-73.93901889,40.62466346
ELIOT CONVENIENCE INC,11379,3475271719,-73.87356659,40.72766551
NOR-BRONX RIVER INC,10472,7183798731,-73.88317235,40.82771589
"HU, XIAN LI & KONG PING",11375,7184596118,-73.85033742,40.72496975
ALEXANDRIA'S DELI OF NY CORP.,11103,718-545-0435,-73.91389465,40.76522621
THE TOWN GROCERY INC,10304,7182736027,-74.08581754,40.62030534
D & J GROCERY CORP.,11211,7189630934,-73.9368821,40.71287945
ORGANIC DELI AND GROCERY CORPORATION,11222,718-383-1444,-73.9548136,40.73363551
BODEGAS UNLIMITED LLC,10034,7189999999,-73.92523119,40.86385196
"85TH STREET DELI, INC.",11421,7188058908,-73.85896018,40.69253475
DUANE READE,10024,718-386-6692,-73.97524077,40.78992542
25/7 EXPRESS SULLIVAN CORP,11225,718-975-0941,-73.95378256,40.66467009
J&C GROCERY OF NY INC.,10458,929-265-9120,-73.88787828,40.85695995
"NIMU at Forest Avenue, LLC",10302,6316808105,-74.13163075,40.62633075
N A Y DELI & GROCERY CORP,11225,718-908-5980,-73.95816224,40.67016956
"WALGREEN EASTERN CO., INC.",11209,718-426-4182,-74.03337984,40.61781006
"TENZIN, KUNGA",11102,7182799662,-73.92032585,40.77578162
ACCEDE INC.,10035,718-786-8139,-73.93461117,40.80319951
HOYT CONVENIENCE INC.,11205,7188584438,-73.97228514,40.68957938
MANUEL MINI GROCERY CORP.,10455,7187421183,-73.90861573,40.81603263
DISCOUNT PLUS CORP.,11230,718-284-2968,-73.96728576,40.63408686
UNLIMITED OPPORTUNITY INC.,11214,7182650206,-73.98397812,40.58837036
"WALGREEN EASTERN CO., INC.",11422,718-426-4182,-73.73902082,40.66076845
FIFTH START TOBACCO CORP,10035,2018509593,-73.9448805,40.80285355
"UDDIN, ZASHIM",10018,7187758917,-74.002673,40.71542739
AVENUE NEWSSTAND LLC,10036,2125750969,-73.98153683,40.7583923
ARCHER 158 MANAGAEMENT CORP,11433,718-558-4490,-73.79962496,40.70253104
"PATEL, RAMAN",10019,7186297251,-73.99305379,40.7710139
